run_id,epoch,base_harm,beta,conformal_score,conformal_method,gamma,alpha,k,Method,Collective,Report Strategy,Report Fraction,likes_softmax_temperature,topk_n,tag,avg_frequency_in_topk
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,26,0.012368264068403079
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,67,0.07109763372440119
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,12,0.06802545237622032
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,15,0.026754822032212543
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,62,0.04377609862795875
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,4,0.018592165440444928
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,39,0.121783654802148
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,20,0.05308212368264205
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,68,0.04902565122290824
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,2,0.040544839928415996
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,1,0.028822827599920102
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,6,0.0419665937562147
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,11,0.03551401869158914
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,17,0.019089282163451474
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,16,0.010250546828395185
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,9,0.047792801749851975
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,7,0.033893418174587533
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,5,0.031845297275800336
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,65,0.029727580035792206
0,100,0.3,0.0,Harm,hybrid,0.45316487550735474,0.0023861602704314975,20,Conformal,0.005,random,0.01,1.0,0,42,0.005358918274010785
